Scenario_1_Type,Scenario_2_Type,Scenario_3_Type,Chronic_Absenteeism,Utility
NA,Nature Exposure,NA,23.85,Southern California Edison Company
NA,Nature Exposure,NA,28.55,Southern California Edison Company
NA,Nature Exposure,NA,17.65,Southern California Edison Company
NA,Nature Exposure,NA,11.7,Southern California Edison Company
NA,Nature Exposure,NA,25.3,Southern California Edison Company
NA,Nature Exposure,NA,21.65,Southern California Edison Company
NA,Nature Exposure,NA,41.15,Southern California Edison Company
NA,Nature Exposure,NA,22.9,Southern California Edison Company
NA,Nature Exposure,NA,13,Southern California Edison Company
NA,Nature Exposure,NA,26.75,Southern California Edison Company
NA,Nature Exposure,NA,19.1,Southern California Edison Company
NA,Nature Exposure,NA,26.15,Southern California Edison Company
NA,Nature Exposure,NA,19.45,Southern California Edison Company
NA,Nature Exposure,NA,14.6,Southern California Edison Company
NA,Nature Exposure,NA,43.3,Southern California Edison Company
NA,Nature Exposure,NA,0.3,Southern California Edison Company
NA,Nature Exposure,NA,47.45,Southern California Edison Company
NA,Nature Exposure,NA,4.7,Southern California Edison Company
NA,Nature Exposure,NA,31.25,Southern California Edison Company
NA,Nature Exposure,NA,96.35,Southern California Edison Company
NA,Nature Exposure,NA,25.65,Southern California Edison Company
NA,Nature Exposure,NA,30.85,Southern California Edison Company
NA,Nature Exposure,NA,64.05,Southern California Edison Company
NA,Nature Exposure,NA,7.95,Southern California Edison Company
NA,Nature Exposure,NA,40.1,Southern California Edison Company
NA,Nature Exposure,NA,14.1,Southern California Edison Company
NA,Nature Exposure,NA,24.35,Southern California Edison Company
NA,Nature Exposure,NA,21.4,Southern California Edison Company
NA,Nature Exposure,NA,25.5,Southern California Edison Company
NA,Nature Exposure,NA,12.8,Southern California Edison Company
NA,Nature Exposure,NA,93.3,Southern California Edison Company
NA,Nature Exposure,NA,18.3,Southern California Edison Company
NA,Nature Exposure,NA,18.75,Southern California Edison Company
NA,Nature Exposure,NA,21.4,Southern California Edison Company
NA,Nature Exposure,NA,11.35,Southern California Edison Company
NA,Nature Exposure,NA,29.4,Southern California Edison Company
NA,Nature Exposure,NA,7.15,Southern California Edison Company
NA,Nature Exposure,NA,34,Southern California Edison Company
NA,Nature Exposure,NA,35.75,Southern California Edison Company
NA,Nature Exposure,NA,5.7,Southern California Edison Company
NA,Nature Exposure,NA,26.15,Southern California Edison Company
NA,Nature Exposure,NA,73.85,Southern California Edison Company
NA,Nature Exposure,NA,18.3,Southern California Edison Company
NA,Nature Exposure,NA,26,Southern California Edison Company
NA,Nature Exposure,NA,13.95,Southern California Edison Company
NA,Nature Exposure,NA,35.4,Southern California Edison Company
NA,Nature Exposure,NA,44.3,Southern California Edison Company
NA,Nature Exposure,NA,24.95,Southern California Edison Company
NA,Nature Exposure,NA,6.05,Southern California Edison Company
NA,Nature Exposure,NA,25.45,Southern California Edison Company
NA,Nature Exposure,NA,36.1,Southern California Edison Company
NA,Nature Exposure,NA,32.45,Southern California Edison Company
NA,Nature Exposure,NA,30.9,Southern California Edison Company
NA,Nature Exposure,NA,25.35,Southern California Edison Company
NA,Nature Exposure,NA,31.15,Southern California Edison Company
NA,Nature Exposure,NA,23.85,Southern California Edison Company
NA,Nature Exposure,NA,22.8,Southern California Edison Company
NA,Nature Exposure,NA,34.9,Southern California Edison Company
NA,Nature Exposure,NA,30,Southern California Edison Company
NA,Nature Exposure,NA,78,Southern California Edison Company
NA,Nature Exposure,NA,9.75,Southern California Edison Company
NA,Nature Exposure,NA,41.15,Southern California Edison Company
NA,Nature Exposure,NA,39.05,Southern California Edison Company
NA,Nature Exposure,NA,21.85,Southern California Edison Company
NA,Nature Exposure,NA,37.35,Southern California Edison Company
NA,Nature Exposure,NA,21.2,Southern California Edison Company
NA,Nature Exposure,NA,21.2,Southern California Edison Company
NA,Nature Exposure,NA,8.3,Southern California Edison Company
NA,Nature Exposure,NA,33.85,Southern California Edison Company
NA,Nature Exposure,NA,31.95,Southern California Edison Company
NA,Nature Exposure,NA,27.2,Southern California Edison Company
NA,Nature Exposure,NA,6.05,Southern California Edison Company
NA,Nature Exposure,NA,21.7,Southern California Edison Company
NA,Nature Exposure,NA,43.3,Southern California Edison Company
NA,Nature Exposure,NA,18.3,Southern California Edison Company
NA,Nature Exposure,NA,19.45,Southern California Edison Company
NA,Nature Exposure,NA,17.9,Southern California Edison Company
NA,Nature Exposure,NA,19.65,Southern California Edison Company
NA,Nature Exposure,NA,10.7,Southern California Edison Company
NA,Nature Exposure,NA,30.85,Southern California Edison Company
NA,Nature Exposure,NA,11.3,Southern California Edison Company
NA,Nature Exposure,NA,9.2,Southern California Edison Company
NA,Nature Exposure,NA,22.3,Southern California Edison Company
NA,Nature Exposure,NA,38.75,Southern California Edison Company
NA,Nature Exposure,NA,29.85,Southern California Edison Company
NA,Nature Exposure,NA,14.6,Southern California Edison Company
NA,Nature Exposure,NA,15.45,Southern California Edison Company
NA,Nature Exposure,NA,20.45,Southern California Edison Company
NA,Nature Exposure,NA,13.55,Southern California Edison Company
NA,Nature Exposure,NA,9.6,Southern California Edison Company
NA,Nature Exposure,NA,9.8,Southern California Edison Company
NA,Nature Exposure,NA,17.55,Southern California Edison Company
NA,Nature Exposure,NA,31.5,Southern California Edison Company
NA,Nature Exposure,NA,30.65,Southern California Edison Company
NA,Nature Exposure,NA,31.95,Southern California Edison Company
NA,Nature Exposure,NA,40.1,Southern California Edison Company
NA,Nature Exposure,NA,5.2,Southern California Edison Company
NA,Nature Exposure,NA,44.6,Southern California Edison Company
NA,Nature Exposure,NA,25.3,Southern California Edison Company
NA,Nature Exposure,NA,15.95,Southern California Edison Company
NA,Nature Exposure,NA,32.7,Southern California Edison Company
NA,Nature Exposure,NA,22.35,Southern California Edison Company
NA,Nature Exposure,NA,35.15,Southern California Edison Company
NA,Nature Exposure,NA,9.85,Southern California Edison Company
NA,Nature Exposure,NA,60.55,Southern California Edison Company
NA,Nature Exposure,NA,13.05,Southern California Edison Company
NA,Nature Exposure,NA,10.65,Southern California Edison Company
NA,Nature Exposure,NA,33.3,Southern California Edison Company
NA,Nature Exposure,NA,23.5,Southern California Edison Company
NA,Nature Exposure,NA,18.5,Southern California Edison Company
NA,Nature Exposure,NA,14.35,Southern California Edison Company
NA,Nature Exposure,NA,21.7,Southern California Edison Company
NA,Nature Exposure,NA,28.75,Southern California Edison Company
NA,Nature Exposure,NA,21.6,Southern California Edison Company
NA,Nature Exposure,NA,19.3,Southern California Edison Company
NA,Nature Exposure,NA,6.9,Southern California Edison Company
NA,Nature Exposure,NA,2.9,Southern California Edison Company
NA,Nature Exposure,NA,41.65,Southern California Edison Company
NA,Nature Exposure,NA,21.6,Southern California Edison Company
NA,Nature Exposure,NA,15.55,Southern California Edison Company
NA,Nature Exposure,NA,13.9,Southern California Edison Company
NA,Nature Exposure,NA,62,Southern California Edison Company
NA,Nature Exposure,NA,34.4,Southern California Edison Company
NA,Nature Exposure,NA,23.15,Southern California Edison Company
NA,Nature Exposure,NA,23.7,Southern California Edison Company
NA,Nature Exposure,NA,24.7,Southern California Edison Company
NA,Nature Exposure,NA,7.25,Southern California Edison Company
NA,Nature Exposure,NA,19.05,Southern California Edison Company
NA,Nature Exposure,NA,19.45,Southern California Edison Company
NA,Nature Exposure,NA,19.85,Southern California Edison Company
NA,Nature Exposure,NA,4.4,Southern California Edison Company
NA,Nature Exposure,NA,20.4,Southern California Edison Company
NA,Nature Exposure,NA,30,Southern California Edison Company
NA,Nature Exposure,NA,24.15,Southern California Edison Company
NA,Nature Exposure,NA,19.95,Southern California Edison Company
NA,Nature Exposure,NA,32.5,Southern California Edison Company
NA,Nature Exposure,NA,18.85,Southern California Edison Company
NA,Nature Exposure,NA,16.35,Southern California Edison Company
NA,Nature Exposure,NA,14.85,Southern California Edison Company
NA,Nature Exposure,NA,21.45,Southern California Edison Company
NA,Nature Exposure,NA,20.75,Southern California Edison Company
NA,Nature Exposure,NA,23.3,Southern California Edison Company
NA,Nature Exposure,NA,11.9,Southern California Edison Company
NA,Nature Exposure,NA,21.6,Southern California Edison Company
NA,Nature Exposure,NA,13.5,Southern California Edison Company
NA,Nature Exposure,NA,7.1,Southern California Edison Company
NA,Nature Exposure,NA,42.1,Southern California Edison Company
NA,Nature Exposure,NA,25.35,Southern California Edison Company
NA,Nature Exposure,NA,38.2,Southern California Edison Company
NA,Nature Exposure,NA,20.1,Southern California Edison Company
NA,Nature Exposure,NA,10.5,Southern California Edison Company
NA,Nature Exposure,NA,23.95,Southern California Edison Company
NA,Nature Exposure,NA,45.2,Southern California Edison Company
NA,Nature Exposure,NA,19.55,Southern California Edison Company
NA,Nature Exposure,NA,8.15,Southern California Edison Company
NA,Nature Exposure,NA,30.2,Southern California Edison Company
NA,Nature Exposure,NA,39.6,Southern California Edison Company
NA,Nature Exposure,NA,3.25,Southern California Edison Company
NA,Nature Exposure,NA,26.3,Southern California Edison Company
NA,Nature Exposure,NA,25.1,Southern California Edison Company
NA,Nature Exposure,NA,16.1,Southern California Edison Company
NA,Nature Exposure,NA,46.4,Southern California Edison Company
NA,Nature Exposure,NA,18.2,Southern California Edison Company
NA,Nature Exposure,NA,16.3,Southern California Edison Company
NA,Nature Exposure,NA,15.65,Southern California Edison Company
NA,Nature Exposure,NA,24.35,Southern California Edison Company
NA,Nature Exposure,NA,23.3,Southern California Edison Company
NA,Nature Exposure,NA,43.85,Southern California Edison Company
NA,Nature Exposure,NA,17.3,Southern California Edison Company
NA,Nature Exposure,NA,11.85,Southern California Edison Company
NA,Nature Exposure,NA,26.65,Southern California Edison Company
NA,Nature Exposure,NA,24.25,Southern California Edison Company
NA,Nature Exposure,NA,35.05,Southern California Edison Company
NA,Nature Exposure,NA,15.8,Southern California Edison Company
NA,Nature Exposure,NA,20.8,Southern California Edison Company
NA,Nature Exposure,NA,18.75,Southern California Edison Company
NA,Nature Exposure,NA,13.25,Southern California Edison Company
NA,Nature Exposure,NA,22.2,Southern California Edison Company
NA,Nature Exposure,NA,23.6,Southern California Edison Company
NA,Nature Exposure,NA,12.5,Southern California Edison Company
NA,Nature Exposure,NA,25.4,Southern California Edison Company
NA,Nature Exposure,NA,20.85,Southern California Edison Company
NA,Nature Exposure,NA,22,Southern California Edison Company
NA,Nature Exposure,NA,39.4,Southern California Edison Company
NA,Nature Exposure,NA,25.55,Southern California Edison Company
NA,Nature Exposure,NA,34.55,Southern California Edison Company
NA,Nature Exposure,NA,19.3,Southern California Edison Company
NA,Nature Exposure,NA,26.95,Southern California Edison Company
NA,Nature Exposure,NA,6.1,Southern California Edison Company
NA,Nature Exposure,NA,9.3,Southern California Edison Company
NA,Nature Exposure,NA,6.45,Southern California Edison Company
NA,Nature Exposure,NA,26.75,Southern California Edison Company
NA,Nature Exposure,NA,20.65,Southern California Edison Company
NA,Nature Exposure,NA,27.05,Southern California Edison Company
NA,Nature Exposure,NA,16.1,Southern California Edison Company
NA,Nature Exposure,NA,28.8,Southern California Edison Company
NA,Nature Exposure,NA,17.8,Southern California Edison Company
NA,Nature Exposure,NA,19.5,Southern California Edison Company
NA,Nature Exposure,NA,40.7,Southern California Edison Company
NA,Nature Exposure,NA,25.65,Southern California Edison Company
NA,Nature Exposure,NA,20.6,Southern California Edison Company
NA,Nature Exposure,NA,6.7,Southern California Edison Company
NA,Nature Exposure,NA,8.1,Southern California Edison Company
NA,Nature Exposure,NA,3.5,Southern California Edison Company
NA,Nature Exposure,NA,5.75,Southern California Edison Company
NA,Nature Exposure,NA,40.1,Southern California Edison Company
NA,Nature Exposure,NA,24.5,Southern California Edison Company
NA,Nature Exposure,NA,20.15,Southern California Edison Company
NA,Nature Exposure,NA,31.5,Southern California Edison Company
NA,Nature Exposure,NA,16.95,Southern California Edison Company
NA,Nature Exposure,NA,28.85,Southern California Edison Company
NA,Nature Exposure,NA,39.9,Southern California Edison Company
NA,Nature Exposure,NA,23.5,Southern California Edison Company
NA,Nature Exposure,NA,9.6,Southern California Edison Company
NA,Nature Exposure,NA,20.25,Southern California Edison Company
NA,Nature Exposure,NA,34.7,Southern California Edison Company
NA,Nature Exposure,NA,21.95,Southern California Edison Company
NA,Nature Exposure,NA,15,Southern California Edison Company
NA,Nature Exposure,NA,16.35,Southern California Edison Company
NA,Nature Exposure,NA,14.1,Southern California Edison Company
NA,Nature Exposure,NA,26.8,Southern California Edison Company
