,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Diversity_Index,Students_with_Disabilities,Staff,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,School_Type,income
19643000000000_3291,0.31,0,100,0,0,36.95,1953,107357,90,0.63,241,14.59,98.79,34.92,38.11,19.9,0,1,0,Control School,medium income
30736500000000_1646,0.32,0,98.99,0,1.01,38.15,1979,108417,19,0.57,241,10.78,26.34,22.48,36.04,11.8,0,1,0,Control School,medium income
30664600000000_1507,0.33,2.25,83.29,0,14.45,35.35,2000,102159,58,0.63,1523.5,14.22,19.57,22.48,32.83,10.1,0,1,0,Control School,medium income
19651100000000_1965,0.33,0,98.96,0,1.04,36.53,1955,101436,77,0.63,645,14.5,56.32,34.92,64.81,21.2,0,1,0,Control School,medium income
36750700000000_2817,0.33,0,98.68,0,1.32,35.11,1948,101136,86,0.63,36,26.36,23.89,34.44,40.88,10.9,0,1,0,Control School,medium income
30664600000000_55,0.34,7.27,77.96,0,14.78,36.1,1988,106950,58,0.63,267,31.98,21.7,22.48,30.5,12.1,0,1,0,Control School,medium income
36678400000000_3249,0.34,0,99.84,0,0.16,37.33,1965,100466,67,0.61,241,11.82,41.26,34.44,42.75,20.9,0,1,0,Control School,medium income
30665140000000_667,0.35,0,100,0,0,35.91,1893,108500,0,0.56,1894.5,12.75,34.01,22.48,37.1,12.85,0,1,0,Control School,medium income
30665140000000_698,0.35,0,100,0,0,35.78,1893,108500,0,0.57,145,15.55,34.01,22.48,37.1,12.85,0,1,0,Control School,medium income
19647900000000_264,0.36,0,100,0,0,37.53,1959,102708,61,0.63,241,15.47,28.74,34.92,53.95,25.05,0,1,0,Control School,medium income
19647900000000_265,0.36,0,100,0,0,37.53,1959,102708,61,0.63,164,15.47,28.74,34.92,53.95,25.05,0,1,0,Control School,medium income
30664600000000_56,0.37,7.25,77.63,0,15.13,35.47,1988,106080,58,0.63,241,12.32,21.7,22.48,34.19,10.1,0,1,0,Control School,medium income
19647900000000_263,0.37,0,96.82,1.51,1.67,37.28,1953,102708,61,0.63,1894.5,15.47,28.74,34.92,53.95,25.05,0,1,0,Control School,medium income
19647900000000_1905,0.39,0,99.49,0,0.51,37.26,1957,101250,61,0.61,241,19.03,48.33,34.92,42.61,15.5,0,1,0,Control School,medium income
56725200000000_2438,0.39,0,27.95,3.11,68.95,37.51,2019,103456,59,0.63,13,11.23,39.31,26.69,29.13,3.8,0,1,0,Control School,medium income
56725200000000_1976,0.42,0,65.37,10.75,23.89,36.21,2003,109201,59,0.63,13,11.37,40.89,26.69,37.64,18.4,0,1,0,Control School,medium income
56725200000000_3079,0.48,0,8.14,27.57,64.29,35.03,1905,107267,59,0.61,13,4.07,39.31,26.69,29.13,11.35,0,1,0,Control School,medium income
56725200000000_3080,0.56,0,67.41,3.16,29.43,32.66,2006,107267,59,0.63,13,4.07,32.63,26.69,38.5,11.35,0,1,0,Control School,medium income
42691500000000_373,0.62,0,21.32,37.12,41.56,28.84,1954,105650,81,0.63,241,1.41,30.34,24.3,43.79,14.15,0,1,0,Control School,medium income
19643300000000_110,0.24,0,98.57,0,1.43,37.05,1960,103839,26,0.63,241,7.32,40.67,34.92,62.08,10.8,1,1,1,Prop. 39 School,medium income
19650600000000_382,0.24,0,100,0,0,38.12,1950,103295,10,0.63,1894.5,12.7,34.69,34.92,57.41,3.3,1,1,1,Prop. 39 School,medium income
30665000000000_1120,0.24,0,98.73,0,1.27,35.8,2014,106250,18,0.63,27.5,16.92,29.93,22.48,50.89,13.85,1,1,1,Prop. 39 School,medium income
19651400000000_2684,0.24,17.92,66.56,0,15.51,41.41,1999,103167,14,0.61,161,15.25,23.95,34.92,44.34,51.5,1,1,1,Prop. 39 School,medium income
19650500000000_3305,0.24,0,56.05,0,43.95,41.53,1999,106528,79,0.61,264,20.39,32.98,34.92,32.21,13,1,1,1,Prop. 39 School,medium income
30666700000000_88,0.25,0,100,0,0,36.99,1959,108819,75,0.63,241,12.77,43.37,22.48,52.48,24.15,1,1,1,Prop. 39 School,medium income
30666700000000_364,0.25,0.75,99.03,0,0.22,37.58,1959,104500,75,0.63,241,8.2,48.82,22.48,54.25,20.35,1,1,1,Prop. 39 School,medium income
30666700000000_1272,0.25,0,100,0,0,37.99,2008,104095,75,0.61,241,6.71,44.09,22.48,55.35,27.4,1,1,1,Prop. 39 School,medium income
36678500000000_1451,0.25,0,100,0,0,41.02,1981,103906,90,0.63,98.5,11.92,77.93,34.44,48.6,27.45,1,1,1,Prop. 39 School,medium income
36678500000000_1452,0.25,0,98.57,0,1.27,41.02,2001,103906,90,0.61,13,11.92,77.93,34.44,48.6,27.45,1,1,1,Prop. 39 School,medium income
30666700000000_424,0.26,0,100,0,0,38.89,1994,104523,75,0.63,241,5.94,55.45,22.48,54.78,88.35,1,1,1,Prop. 39 School,medium income
19734500000000_1296,0.26,0,99.12,0,0.88,39.48,1989,103750,77,0.63,264,15.88,42.16,34.92,41.04,28.2,1,1,1,Prop. 39 School,medium income
19734500000000_1297,0.26,0,99.36,0,2.32,39.48,2005,103750,77,0.63,241,15.88,42.16,34.92,41.04,28.2,1,1,1,Prop. 39 School,medium income
30666700000000_1456,0.26,0.44,96.68,0,2.88,38.09,1965,101739,75,0.61,241,15.86,39.12,22.48,43.27,22.3,1,1,1,Prop. 39 School,medium income
30666700000000_1457,0.26,0,100,0,1,38.09,1965,101739,75,0.63,241,15.86,39.12,22.48,43.27,22.3,1,1,1,Prop. 39 School,medium income
19650600000000_1465,0.26,0,100,0,0,36.29,1993,101250,10,0.63,55,16.65,26.09,34.92,47.54,5.8,1,1,1,Prop. 39 School,medium income
19651400000000_1675,0.26,0,55.64,0,44.36,39.98,2010,102292,14,0.63,23,2,24.8,34.92,48.21,34.6,1,1,1,Prop. 39 School,medium income
19651400000000_1676,0.26,0,0,0,100,39.98,1993,102292,14,0.63,13,2,24.8,34.92,48.21,34.6,1,1,1,Prop. 39 School,medium income
19651400000000_1677,0.26,0,100,0,0.4,39.98,1977,102292,14,0.63,241,2,24.8,34.92,48.21,34.6,1,1,1,Prop. 39 School,medium income
19651400000000_1678,0.26,0,100,0,0,39.98,2002,102292,14,0.63,241,2,24.8,34.92,48.21,34.6,1,1,1,Prop. 39 School,medium income
19651400000000_1679,0.26,0,99.91,0,0.88,39.98,1995,102292,14,0.63,241,2,24.8,34.92,48.21,34.6,1,1,1,Prop. 39 School,medium income
56725500000000_2450,0.26,0,95.77,0,4.23,35.42,1947,103403,25,0.63,241,12.85,62.54,26.69,39.71,6.05,1,1,1,Prop. 39 School,medium income
56725500000000_2524,0.26,0,100,0,0,35.39,1961,103403,25,0.63,241,14.78,62.54,26.69,39.71,20.85,1,1,1,Prop. 39 School,medium income
56725500000000_2566,0.26,0,100,0,0,35.42,1928,103403,25,0.63,267,33.38,62.54,26.69,39.71,14.9,1,1,1,Prop. 39 School,medium income
19645800000000_3285,0.26,0,100,0,0,38.92,1946,104286,28,0.63,241,13.58,56.36,34.92,48.23,18.75,1,1,1,Prop. 39 School,medium income
30666700000000_3384,0.26,0,100,0,0,37.36,1997,103750,75,0.63,241,28.53,47.81,22.48,47.4,28.5,1,1,1,Prop. 39 School,medium income
30666700000000_3385,0.26,0,100,0,0,37.52,2014,103750,75,0.63,241,28.53,47.81,22.48,47.4,28.5,1,1,1,Prop. 39 School,medium income
33670300000000_3426,0.26,0,93.08,0,6.92,39.28,2003,100143,74,0.63,241,18.65,23.69,31.72,46.76,11.85,1,1,1,Prop. 39 School,medium income
30666700000000_3570,0.26,0,100,0,0,37.42,2005,104500,75,0.63,241,23.82,48.82,22.48,54.25,21.65,1,1,1,Prop. 39 School,medium income
19647300000000_234,0.27,4.05,95.95,0,0,37.23,1959,105326,80,0.63,1894.5,8.57,99.74,34.92,57.89,31.15,1,1,1,Prop. 39 School,medium income
19643300000000_256,0.27,0,98.57,0,1.43,37.34,1903,105000,26,0.63,161,19.01,39.16,34.92,53.99,11.95,1,1,1,Prop. 39 School,medium income
56725500000000_556,0.27,0,98.57,0,1.43,35.36,2012,103403,25,0.63,42,4.63,62.54,26.69,39.71,25.55,1,1,1,Prop. 39 School,medium income
19647300000000_1553,0.27,0,99.84,0,0.16,34.61,1961,104375,80,0.63,241,10.53,14.2,34.92,45.77,21.05,1,1,1,Prop. 39 School,medium income
36678500000000_1703,0.27,0,100,0,0,40.22,2012,108021,90,0.63,264,17.52,77.93,34.44,52.06,31.55,1,1,1,Prop. 39 School,medium income
36678500000000_1704,0.27,0,100,0,0,40.22,2018,108021,90,0.63,241,17.52,77.93,34.44,52.06,31.55,1,1,1,Prop. 39 School,medium income
19647300000000_1818,0.27,0,97.82,0,2.18,39.28,2017,109125,80,0.63,42.5,10.72,142.13,34.92,50.32,26.9,1,1,1,Prop. 39 School,medium income
19647300000000_2298,0.27,0,97.5,0,2.5,33.95,2010,104375,80,0.63,23,22.2,14.2,34.92,45.77,13.2,1,1,1,Prop. 39 School,medium income
19647300000000_2299,0.27,0,99.28,0,1.29,33.95,2008,104375,80,0.63,241,18.46,14.2,34.92,45.77,6.45,1,1,1,Prop. 39 School,medium income
36676800000000_2878,0.27,0,99.58,0,0.42,37.96,2002,106406,57,0.61,23,15.39,45.64,34.44,47.86,27.1,1,1,1,Prop. 39 School,medium income
30666700000000_3432,0.27,0,100,0,0,38.92,2001,104523,75,0.63,241,11.83,55.45,22.48,62.11,26.05,1,1,1,Prop. 39 School,medium income
19647300000000_968,0.28,0,100,0,0,34.55,2015,104375,80,0.63,241,8.29,14.2,34.92,45.77,5.1,1,1,1,Prop. 39 School,medium income
30665600000000_1356,0.28,0,99.2,0,0.8,38.53,1962,108162,19,0.63,183,16.25,47.28,22.48,61.59,6.9,1,1,1,Prop. 39 School,medium income
30666700000000_1517,0.28,0,100,0,0,38.7,1994,102726,75,0.63,241,16.12,53.95,22.48,49.36,20.15,1,1,1,Prop. 39 School,medium income
30665600000000_1669,0.28,0,97.83,0,0,38.53,1992,108162,19,0.61,23,15.75,47.28,22.48,61.59,25.1,1,1,1,Prop. 39 School,medium income
56725500000000_1783,0.28,0,99.1,0,0.9,37.08,2016,103333,25,0.63,13,11.03,36.53,26.69,30.02,4.5,1,1,1,Prop. 39 School,medium income
19647300000000_2953,0.28,0,97.92,0,2.08,38.09,1980,103958,80,0.63,241,10.13,138.46,34.92,47.46,25.95,1,1,1,Prop. 39 School,medium income
19650900000000_328,0.29,0,100,0,0,37.65,1961,100417,80,0.61,267,9.36,57.86,34.92,49.24,16.5,1,1,1,Prop. 39 School,medium income
19650600000000_339,0.29,0,100,0,0,35.6,1957,102979,10,0.63,23,31.4,30.7,34.92,40.87,8.1,1,1,1,Prop. 39 School,medium income
19650900000000_569,0.29,0,100,0,0,37.76,1913,109356,80,0.63,241,18.81,37.22,34.92,46.58,67.2,1,1,1,Prop. 39 School,medium income
19647300000000_1305,0.29,0,99.35,0,0.65,38.21,1966,103958,80,0.63,13,16.33,103.58,34.92,50.76,14.95,1,1,1,Prop. 39 School,medium income
19647300000000_1306,0.29,0,100,0,1.79,38.21,2003,103958,80,0.63,1894.5,16.33,103.58,34.92,50.76,14.95,1,1,1,Prop. 39 School,medium income
19650900000000_2343,0.29,0,99.59,0,0.41,37.73,2010,109356,80,0.63,55,25.83,37.22,34.92,46.58,23.75,1,1,1,Prop. 39 School,medium income
33670300000000_3777,0.29,0,82.36,0,17.64,36.22,1992,107143,74,0.63,98.5,14.11,25.93,31.72,36.99,19.15,1,1,1,Prop. 39 School,medium income
33670300000000_1099,0.3,0,100,0,0,37.3,1965,109519,74,0.63,125.5,21.47,44.72,31.72,46.57,15.75,1,1,1,Prop. 39 School,medium income
19647300000000_1152,0.3,0,99.52,0,0.48,37.55,2002,106824,80,0.63,241,9.76,34.4,34.92,40.16,24.1,1,1,1,Prop. 39 School,medium income
33751900000000_2782,0.31,0,95.38,0,4.62,37.42,1996,105768,24,0.63,13,16.5,32.95,31.72,22.89,23.55,1,1,1,Prop. 39 School,medium income
19643300000000_1055,0.32,0,99.53,0,0.47,37.05,1878,104362,26,0.63,336,7.99,33.63,34.92,49.43,25.95,1,1,1,Prop. 39 School,medium income
19643300000000_1056,0.32,0,98.59,0,0,37.05,2011,104362,26,0.61,38.5,7.99,33.63,34.92,49.43,25.95,1,1,1,Prop. 39 School,medium income
36676800000000_353,0.33,0,93.02,0,6.98,36.16,1958,101250,57,0.63,125.5,16.07,25.74,34.44,45.18,8.35,1,1,1,Prop. 39 School,medium income
36676800000000_3003,0.33,0,86.36,0,13.64,36.34,1999,101250,57,0.63,278.5,12.48,25.74,34.44,45.18,11.35,1,1,1,Prop. 39 School,medium income
33751900000000_1856,0.35,0,93.85,0,6.15,37.22,1990,106098,24,0.61,42.5,24.02,37.94,31.72,25.35,19.3,1,1,1,Prop. 39 School,medium income
19651400000000_21,0.36,0.08,87.14,0,12.78,38.03,1982,109231,14,0.63,91,5.5,32.41,34.92,47.9,1.35,1,1,1,Prop. 39 School,medium income
19647300000000_1080,0.36,0,97.63,0,2.37,35.04,2014,107031,80,0.63,32.5,9.85,23.8,34.92,42.41,15.05,1,1,1,Prop. 39 School,medium income
19647300000000_1081,0.36,0,99.17,0,22.51,35.04,1987,107031,80,0.63,653.5,9.85,23.8,34.92,42.41,15.05,1,1,1,Prop. 39 School,medium income
19647300000000_1083,0.36,0,100,0,0,35.08,2000,107031,80,0.61,278.5,9.85,23.8,34.92,42.41,15.05,1,1,1,Prop. 39 School,medium income
33751900000000_2889,0.36,0,89.36,0,10.64,37.04,1991,105550,24,0.63,42.5,11.64,37.94,31.72,23.79,10.7,1,1,1,Prop. 39 School,medium income
36676800000000_3000,0.38,0,2173.91,0,100,34.92,1926,105344,57,0.47,161,17.03,27.96,34.44,44.39,12.95,1,1,1,Prop. 39 School,medium income
19648800000000_2779,0.43,0,71.85,0,28.15,35.1,2007,107667,65,0.61,241,11.38,45.18,34.92,34.86,25.55,1,1,1,Prop. 39 School,medium income
10600000000000_13,0.11,0,100,0,0,31.49,2007,23466,98.5,0.63,241,14.05,70.53,29.25,44.05,39.3,0,0,0,Control School,low income
15600000000000_15,0.11,0.48,99.52,0,0,33.15,2011,28379,93,0.57,23,17.38,84.72,27.08,50.34,66.15,0,0,0,Control School,low income
54700000000000_34,0.17,0,88.8,0,11.2,29.39,1929,52688,95,0.56,42.5,28.38,48.81,61.96,49.58,19.45,1,0,0,Prop. 39 School,low income
39700000000000_38,0.14,0,100,0,0,30.77,1921,30978,88.5,0.63,1894.5,13.41,98.75,49.49,58.55,41.4,0,0,0,Control School,low income
27800000000000_41,0.12,0,100,0,0,25.68,2019,54607,71,0.63,98.5,2.5,49.82,39.52,45.09,22.75,0,0,0,Control School,low income
15600000000000_51,0.13,0,100,0,0,31.36,1999,36250,83.5,0.63,241,19.79,45.4,27.08,54.21,39.35,0,0,0,Control School,low income
10600000000000_56,0.12,0,100,0,0,29.91,1953,45774,83.5,0.47,36,15.63,50.56,29.25,50.33,34.4,1,0,0,Prop. 39 School,low income
10600000000000_58,0.12,0,100,0,0,29.9,1969,50438,63.5,0.47,1523.5,21.83,103.13,29.25,49.65,19.5,1,0,0,Prop. 39 School,low income
10600000000000_59,0.13,0,100,0,0,30.26,1969,50438,63.5,0.47,199,21.83,50.56,29.25,50.33,19.5,1,0,0,Prop. 39 School,low income
10600000000000_65,0.15,0,98.64,0,1.36,29.43,1979,39777,82.5,0.63,1894.5,14.61,55.96,29.25,55.12,27.7,0,0,0,Control School,low income
54700000000000_78,0.18,0,89.31,0,10.69,29.26,1991,46111,88,0.47,13,11.24,57.34,52.82,42.99,26.6,1,0,0,Prop. 39 School,low income
4610000000000_81,0.17,0,100,0,0,28.08,2005,51714,80,0.47,336,12.05,64.79,34.92,23.19,96.05,0,0,0,Control School,low income
4610000000000_82,0.16,0.57,96.39,0,3.04,29.17,1963,45278,95,0.63,13,20.85,57.34,34.92,44.35,14.45,0,0,0,Control School,low income
4610000000000_83,0.21,0,100,0,0,26.36,1936,43304,71,0.56,161,18.6,42.25,19.73,39.52,43.1,0,0,0,Control School,low income
4610000000000_85,0.17,0,100,0,0,28.58,2019,39667,0,0.47,336,31.91,41.57,34.92,35.55,35.7,0,0,0,Control School,low income
4610000000000_86,0.17,0,100,0,0,28.86,1965,39667,26,0.47,336,46.62,39.28,26.69,31.86,20.4,0,0,0,Control School,low income
10600000000000_94,0.13,0,100,0,0,31.64,2012,45347,95,0.63,1894.5,17.43,99.91,29.25,54.37,33.65,0,0,0,Control School,low income
17600000000000_95,0.17,0,81.88,0.32,17.81,29.22,1921,50958,64.5,0.57,83,13.19,69.99,20.46,35.75,27.85,0,0,0,Control School,low income
17600000000000_96,0.18,0,40.06,7.29,52.64,28.72,1979,52250,79.5,0.63,929,19.99,69.99,20.46,35.75,30.2,0,0,0,Control School,low income
23700000000000_98,0.21,0.4,39.38,5.09,55.13,28.97,1930,49375,100,0.56,205,3,62.7,36.2,21,14.05,1,0,0,Prop. 39 School,low income
1610000000000_102,0.05,12.89,85.76,0,1.35,27.4,2003,34545,70,0.56,1523.5,6,87.03,19.56,38.8,19.7,0,0,0,Control School,low income
15700000000000_103,0.13,0,98.65,0,1.35,32.41,1998,39063,88,0.47,1894.5,13.5,59.59,27.08,49.45,18.45,1,0,0,Prop. 39 School,low income
15600000000000_104,0.11,0,100,0,0,33.15,1985,28379,80,0.58,36,10,84.72,27.08,50.34,23.9,0,0,0,Control School,low income
9620000000000_105,0.16,0,76.97,4.94,18.09,27.96,1994,44803,45,0.56,16,23.65,45.48,18.13,33.85,17.1,0,0,0,Control School,low income
1610000000000_112,0.07,0,100,0,0,28.52,1970,31292,71,0.56,1523.5,24.59,129.22,19.56,47.86,63.15,0,0,0,Control School,low income
1610000000000_113,0.08,0,100,0,0,28.84,2006,57601,95,0.61,1523.5,9.17,208.36,19.56,39.63,46.3,0,0,0,Control School,low income
1610000000000_114,0.09,0,100,0,0,27.99,2006,47938,95,0.58,1523.5,16,96.02,19.56,37.76,39.15,0,0,0,Control School,low income
1610000000000_118,0.09,0,100,0,0,28.77,2007,46098,92,0.57,1523.5,9.22,155.95,19.56,32.79,42.85,0,0,0,Control School,low income
43700000000000_128,0.08,0,100,0,0,29.39,2009,57049,59.5,0.63,13,8.86,79.07,52.82,38.68,36.45,0,0,0,Control School,low income
28700000000000_139,0.17,2.15,97.85,0,0,27.52,1976,55938,85.5,0.63,241,11.12,43.69,40.35,46.85,28.6,0,0,0,Control School,low income
15100000000000_140,0.16,0,80.88,0,19.12,33.27,2011,49594,83,0.63,85.5,54.75,41.66,27.08,44.41,20.5,0,0,0,Control School,low income
10800000000000_144,0.13,0,100,0,0,31.98,1951,34750,86.5,0.57,38.5,21.95,45.47,29.25,52.37,48.95,0,0,0,Control School,low income
16700000000000_148,0.11,0,95.23,0,4.77,34.15,1992,41255,60,0.43,205,0.09,45.07,42.51,20.5,10.8,1,0,0,Prop. 39 School,low income
16700000000000_149,0.09,0,97.28,0,2.72,35.05,1939,37056,92.5,0.47,13,27.97,45.07,42.51,20.5,19.2,1,0,0,Prop. 39 School,low income
39700000000000_163,0.07,0,100,0,0,30.77,1965,31467,88,0.56,1894.5,9.57,97.5,19.56,51.47,70.1,0,0,0,Control School,low income
39700000000000_164,0.12,2.46,97.54,0,0,29.55,2000,35366,25,0.43,504.5,31.78,93.09,29.34,23.85,34,0,0,0,Control School,low income
39700000000000_165,0.15,0,100,0,0,30.74,1949,53155,82.5,0.63,164,13.45,57.92,49.49,42.43,37.25,0,0,0,Control School,low income
39700000000000_167,0.12,0,100,0,0,30.61,2018,38750,89.5,0.63,615,16.61,98.75,49.49,58.55,33.7,0,0,0,Control School,low income
23700000000000_180,0.17,1.59,20.49,7.07,70.85,30.02,1930,50341,94.5,0.56,13,4.13,62.7,36.2,21,28.5,1,0,0,Prop. 39 School,low income
23700000000000_181,0.21,0.88,83.04,2.23,51.9,28.97,1930,49375,100,0.47,183,13.16,62.7,36.2,21,14.05,1,0,0,Prop. 39 School,low income
23700000000000_182,0.21,17.89,84.22,0,8.11,28.97,1930,49375,100,0.47,53.5,12.25,62.7,36.2,21,14.05,1,0,0,Prop. 39 School,low income
15600000000000_184,0.12,0,100,0,0,33.16,2008,47850,93,0.63,653.5,79.76,84.72,27.08,60.06,27.25,0,0,0,Control School,low income
1610000000000_188,0.13,0,100,0,0,27.58,1948,56953,56.5,0.57,1894.5,14.08,76.6,19.56,41.58,40.65,0,0,0,Control School,low income
15700000000000_194,0.12,0,99.15,0,0.85,32.8,1930,36190,87.5,0.47,125.5,21.24,59.59,27.08,49.45,18.55,1,0,0,Prop. 39 School,low income
15600000000000_195,0.11,0,92.11,0,7.89,34.02,1961,23333,89,0.57,1523.5,64.97,69.27,27.08,39.57,25.45,0,0,0,Control School,low income
57700000000000_208,0.17,11.41,88.59,0,0,28.33,2010,34375,53.5,0.47,42.5,5.25,50.18,64.45,49.06,15.2,1,0,0,Prop. 39 School,low income
57700000000000_209,0.17,0,98.18,0,0,28.33,2010,34375,53.5,0.47,42.5,5.25,50.18,64.45,49.06,20.95,1,0,0,Prop. 39 School,low income
57700000000000_211,0.15,0,100,0,0,29.23,1954,48083,68,0.63,42.5,15.88,55.3,64.45,42.44,24.25,0,0,0,Control School,low income
20700000000000_213,0.14,0,99.83,0,0.17,31.11,2016,48994,80,0.46,13,11.38,75.01,37.03,39.06,31.55,1,0,0,Prop. 39 School,low income
20700000000000_214,0.14,0,100,0,0,31.11,2016,48994,82,0.47,13,18.96,128.01,34.92,46.22,31.55,1,0,0,Prop. 39 School,low income
17600000000000_230,0.17,36.84,17.54,0,53.85,29.22,1921,50958,64.5,0.47,20747,13.19,69.99,20.46,35.75,27.85,0,0,0,Control School,low income
15600000000000_234,0.14,0,49.85,0,50.15,33.66,1955,56142,90,0.63,1894.5,19.55,70.9,27.08,55.77,38.65,0,0,0,Control School,low income
11600000000000_236,0.17,0,99.75,0,0.25,28.95,1952,56250,85,0.43,1894.5,21.41,60.5,22.22,49.32,34.85,1,0,0,Prop. 39 School,low income
54700000000000_243,0.1,0,77.75,0,22.25,37.29,1966,39000,68,0.47,220,21.14,44.85,61.96,55.56,39.25,1,0,0,Prop. 39 School,low income
10600000000000_256,0.11,0,98.73,0,1.27,29.96,1967,49107,77,0.47,32.5,22.15,62.75,29.25,39.36,17.5,1,0,0,Prop. 39 School,low income
17600000000000_257,0.16,30.54,60.85,3.03,5.58,23.79,1954,50000,95,0.46,241,11.92,85.65,20.46,22.07,41.1,1,0,0,Prop. 39 School,low income
17600000000000_258,0.16,0.16,58.42,8.15,23.89,23.79,1954,50000,80,0.46,13,12.4,85.65,20.46,22.07,41.1,1,0,0,Prop. 39 School,low income
17600000000000_259,0.16,0,70.78,1.76,28.15,23.79,1954,50000,90,0.43,1523.5,22.2,85.65,20.46,22.07,41.1,1,0,0,Prop. 39 School,low income
17600000000000_260,0.16,2.46,30.13,23.25,64.69,23.79,1954,50000,71,0.46,241,13,85.65,20.46,22.07,41.1,1,0,0,Prop. 39 School,low income
17600000000000_261,0.16,0,26.64,30.19,35.53,23.79,1954,50000,89,0.47,42.5,13,85.65,20.46,22.07,41.1,1,0,0,Prop. 39 School,low income
17600000000000_262,0.16,2.54,87.56,0,26.24,23.79,1954,50000,88,0.47,241,14.29,85.65,20.46,22.07,41.1,1,0,0,Prop. 39 School,low income
17600000000000_263,0.16,18.23,37.5,21.43,38.87,23.79,1954,50000,88,0.46,164,49.63,85.65,20.46,22.07,41.1,1,0,0,Prop. 39 School,low income
1610000000000_265,0.07,0,100,0,0,28.79,2004,31944,85,0.58,1523.5,8.75,194.4,19.56,49.24,40.35,0,0,0,Control School,low income
39700000000000_271,0.12,0,100,0,0,30.48,1950,56078,84.5,0.63,241,19.07,102.71,49.49,43.87,39.4,0,0,0,Control School,low income
16700000000000_272,0.09,0,99.75,0,0.25,35.7,2001,57543,96.5,0.47,205,15.18,45.07,42.51,20.5,46.8,1,0,0,Prop. 39 School,low income
15600000000000_273,0.13,0,99.6,0,0,31.36,1999,36250,83.5,0.58,161,19.79,45.4,27.08,54.21,39.35,0,0,0,Control School,low income
10600000000000_274,0.25,0,100,0,0,27.55,1953,50833,82,0.63,28,2.5,139.35,29.25,58.31,34.9,1,1,1,Prop. 39 School,low income
10700000000000_275,0.14,4.35,95.65,0,0,29.34,1953,33362,91.5,0.63,1894.5,13.55,90.29,29.25,51.24,17.45,0,0,0,Control School,low income
39700000000000_279,0.13,0,100,0,0,30.88,1965,48176,91.5,0.63,241,20.04,102.68,49.49,48.53,32.15,0,0,0,Control School,low income
24700000000000_280,0.23,5.64,36.12,0,58.24,28.73,1893,44792,78,0.47,1894.5,4.88,72.17,37.03,51.11,32.15,1,0,0,Prop. 39 School,low income
15700000000000_281,0.13,0,100,0,0,32.64,1928,53774,84.5,0.47,241,20.12,59.59,27.08,49.45,22.2,1,0,0,Prop. 39 School,low income
15700000000000_283,0.12,0,100,0,0,32.79,1928,36190,84.5,0.47,241,20.12,59.59,27.08,50.25,22.2,1,0,0,Prop. 39 School,low income
15700000000000_284,0.13,0,100,0,0,32.48,1998,39063,88,0.47,241,13.5,59.59,27.08,49.45,18.45,1,0,0,Prop. 39 School,low income
10600000000000_285,0.14,0,100,0,0,31.43,1906,39102,81,0.63,161,47.85,139.35,29.25,62.48,21,0,0,0,Control School,low income
24700000000000_290,0.16,0,99.01,0,0.99,30.52,2004,46813,89.5,0.47,42.5,15.48,75.87,37.03,43.88,15.1,1,0,0,Prop. 39 School,low income
24700000000000_291,0.16,0,70.71,0,29.29,30.52,1994,33309,91,0.47,1523.5,15.48,75.87,37.03,43.88,15.1,1,0,0,Prop. 39 School,low income
15700000000000_293,0.12,0,100,0,0,32.82,1930,36190,87.5,0.47,85.5,21.24,59.59,27.08,49.45,18.55,1,0,0,Prop. 39 School,low income
20700000000000_294,0.17,0,49.55,0,50.45,30.03,1965,38828,87.5,0.63,241,12.91,55.3,29.25,43.65,30.15,0,0,0,Control School,low income
1610000000000_302,0.09,0,100,0,0,28.01,1956,51513,90,0.63,38.5,21.46,62.7,19.56,51.29,17.45,0,0,0,Control School,low income
10600000000000_305,0.15,0,100,0,0,30.36,2005,45238,93,0.63,164,15.45,80.23,29.25,46.97,43,0,0,0,Control School,low income
52700000000000_307,0.2,0,17.46,0,82.54,29.14,2006,47886,39,0.63,1523.5,22.27,67.11,60.29,29.97,13.4,0,0,0,Control School,low income
54700000000000_317,0.17,0,96.65,0.32,22.63,29.39,1935,52688,95,0.46,36,28.38,80,34.44,29.21,19.45,1,0,0,Prop. 39 School,low income
54700000000000_318,0.17,0,97.55,0,2.02,29.39,1962,52688,95,0.57,13,28.38,64.53,54.48,54.75,19.45,1,0,0,Prop. 39 School,low income
54700000000000_319,0.17,4.24,99.37,0,0,29.39,1971,52688,95,0.47,164,28.38,108.13,29.25,34,19.45,1,0,0,Prop. 39 School,low income
4620000000000_325,0.15,0,95.22,0,4.78,28.08,1959,40323,82,0.56,112.5,15.26,57.55,19.73,38.29,46.5,0,0,0,Control School,low income
4620000000000_326,0.16,0,61.57,3.09,35.34,28.2,1959,54286,65,0.58,161,16.48,57.42,19.73,46.88,35.55,0,0,0,Control School,low income
45700000000000_327,0.22,7.14,17.54,0,75.32,27.39,1981,57130,51.5,0.61,164,16.6,50.47,54.48,31.65,23.45,0,0,0,Control School,low income
10600000000000_329,0.16,0,100,0,0,28.74,1956,45913,87,0.63,15,12.6,80.23,29.25,42.53,28.75,0,0,0,Control School,low income
