School_ID,Year_built,NDVI_median,Land_Surface_Temp,Diversity_Index,retrofit,Chronic_Absenteeism,Median_income_BG,income,School_Type
19648600000000_1957,2003,0.19,40.27,0.47,1,19.5,55952,low income,Prop. 39
19648200000000_3765,2003,0.21,39.72,0.47,1,22.25,33182,low income,Prop. 39
56768300000000_1184,2003,0.24,38.2,0.63,1,26.1,29564,low income,Prop. 39
19648300000000_2596,2003,0.24,40.91,0.63,1,22.75,45494,low income,Prop. 39
15634000000000_392,2003,0.25,39.98,0.63,1,26,56250,low income,Prop. 39
19649100000000_1815,2003,0.25,39.14,0.61,1,36.25,45401,low income,Prop. 39
19734500000000_3343,2003,0.25,39.93,0.63,1,20.5,53688,low income,Prop. 39
36676800000000_877,2003,0.28,38.34,0.63,1,17.05,38650,low income,Prop. 39
33672200000000_1638,2003,0.28,35.77,0.63,1,11.7,56953,low income,Prop. 39
40800000000000_45,2003,0.13,31.36,0.47,1,26.05,87344,medium income,Prop. 39
40800000000000_46,2003,0.13,31.36,0.56,1,26.05,87344,medium income,Prop. 39
40800000000000_47,2003,0.13,31.54,0.56,1,26.05,87344,medium income,Prop. 39
23700000000000_137,2003,0.25,18.43,0.63,1,39.95,66500,medium income,Prop. 39
19649100000000_3142,2003,0.16,38.89,0.56,1,26.6,65284,medium income,Prop. 39
19648600000000_3846,2003,0.16,41.4,0.47,1,60.3,59397,medium income,Prop. 39
19642500000000_1739,2003,0.17,43.78,0.46,1,31.15,66750,medium income,Prop. 39
36679300000000_2390,2003,0.17,40.41,0.47,1,52.35,72857,medium income,Prop. 39
19647300000000_3228,2003,0.17,37.67,0.47,1,31.75,71165,medium income,Prop. 39
19647100000000_803,2003,0.18,39.02,0.56,1,11.85,82885,medium income,Prop. 39
36676800000000_3648,2003,0.19,38.53,0.46,1,31.75,68125,medium income,Prop. 39
19647300000000_276,2003,0.21,38.8,0.47,1,25.45,61944,medium income,Prop. 39
30665000000000_1891,2003,0.22,36.61,0.47,1,10.3,97500,medium income,Prop. 39
33752000000000_2021,2003,0.24,38.78,0.63,1,17.75,73953,medium income,Prop. 39
33752000000000_2022,2003,0.24,38.78,0.63,1,17.75,101750,medium income,Prop. 39
33752000000000_2023,2003,0.24,38.78,0.63,1,17.75,93897,medium income,Prop. 39
33752000000000_2024,2003,0.24,38.78,0.63,1,17.75,70227,medium income,Prop. 39
19649100000000_2116,2003,0.24,38.45,0.61,1,37.5,83590,medium income,Prop. 39
30666700000000_1060,2003,0.26,38.05,0.63,1,19.5,74583,medium income,Prop. 39
36676800000000_1710,2003,0.27,37.61,0.63,1,20.1,91688,medium income,Prop. 39
33752000000000_2099,2003,0.27,40.35,0.63,1,23.3,62976,medium income,Prop. 39
19651400000000_2960,2003,0.27,41.03,0.63,1,5.25,74888,medium income,Prop. 39
33670300000000_886,2003,0.29,36.86,0.63,1,10.2,78750,medium income,Prop. 39
56725500000000_1668,2003,0.29,36.61,0.57,1,17.65,71500,medium income,Prop. 39
19647300000000_932,2003,0.3,37.2,0.63,1,12,82917,medium income,Prop. 39
19647300000000_2482,2003,0.3,36.59,0.61,1,9.75,92434,medium income,Prop. 39
33752000000000_3631,2003,0.3,38.91,0.63,1,30.3,78036,medium income,Prop. 39
19648300000000_827,2003,0.31,37.29,0.63,1,22.75,105357,medium income,Prop. 39
19647300000000_1778,2003,0.31,35.91,0.63,1,15.1,60813,medium income,Prop. 39
19648300000000_826,2003,0.32,37.41,0.63,1,22.75,73187,medium income,Prop. 39
19647300000000_1755,2003,0.33,36.45,0.63,1,17,89100,medium income,Prop. 39
19648300000000_1933,2003,0.33,39.04,0.61,1,7.3,69615,medium income,Prop. 39
56768300000000_3122,2003,0.34,37.15,0.63,1,16.95,63831,medium income,Prop. 39
33670300000000_3426,2003,0.26,39.28,0.63,1,11.85,100143,medium income,Prop. 39
19647300000000_1306,2003,0.29,38.21,0.63,1,14.95,103958,medium income,Prop. 39
44700000000000_121,2004,0.15,24.35,0.61,0,35.45,133482,high income,Control
43700000000000_324,2004,0.13,26.82,0.63,0,3.9,238472,high income,Control
39700000000000_512,2004,0.26,25.48,0.63,0,9.15,137969,high income,Control
30665200000000_1828,2004,0.2,37.1,0.63,0,22.35,118704,high income,Control
30667500000000_2159,2004,0.24,36.29,0.63,0,44.35,133438,high income,Control
36678400000000_194,2004,0.26,40.05,0.63,0,9.75,110833,high income,Control
15638300000000_1142,2004,0.26,42.05,0.63,0,50.3,114760,high income,Control
19649200000000_2319,2004,0.26,34.45,0.58,0,5.6,116932,high income,Control
56738740000000_757,2004,0.3,41.02,0.63,0,4.5,173148,high income,Control
54722600000000_1038,2004,0.31,40.14,0.63,0,38.7,153487,high income,Control
19646800000000_3847,2004,0.33,39.28,0.63,0,9.4,123712,high income,Control
19752900000000_3803,2004,0.36,37.67,0.61,0,5.8,126563,high income,Control
30664600000000_2514,2004,0.38,35.66,0.61,0,12.8,122750,high income,Control
1610000000000_265,2004,0.07,28.79,0.58,0,40.35,31944,low income,Control
30666500000000_1939,2004,0.09,41.15,0.56,0,22.35,45875,low income,Control
36675900000000_1108,2004,0.11,42.46,0.61,0,20.1,33182,low income,Control
19648700000000_1693,2004,0.11,39.53,0.47,0,31.6,41660,low income,Control
36676100000000_2451,2004,0.11,41.4,0.47,0,31.45,24438,low income,Control
30666500000000_1940,2004,0.13,40.59,0.57,0,22.35,48594,low income,Control
15737400000000_2229,2004,0.16,42.46,0.47,0,84.2,32500,low income,Control
33751800000000_2715,2004,0.17,40.96,0.47,0,63.7,33958,low income,Control
19646400000000_2794,2004,0.17,40.92,0.61,0,40.65,35439,low income,Control
15637800000000_3260,2004,0.17,39.41,0.63,0,21.7,45081,low income,Control
19643000000000_3434,2004,0.19,38.45,0.61,0,21.65,50000,low income,Control
36677100000000_1021,2004,0.2,39.41,0.63,0,25.25,51169,low income,Control
33671800000000_3504,2004,0.22,42.52,0.46,0,84.2,29515,low income,Control
19734400000000_553,2004,0.23,40.2,0.61,0,42.95,40474,low income,Control
33670800000000_390,2004,0.24,39.53,0.61,0,36.15,58101,low income,Control
33752400000000_534,2004,0.28,39.71,0.61,0,32.7,53688,low income,Control
36678800000000_2086,2004,0.28,39.7,0.61,0,40.6,38889,low income,Control
36678400000000_2916,2004,0.28,38.66,0.58,0,15.1,31250,low income,Control
54753300000000_1058,2004,0.33,38.28,0.63,0,14.55,45500,low income,Control
42700000000000_138,2004,0.12,27.67,0.63,0,29.45,79000,medium income,Control
27700000000000_177,2004,0.13,25.77,0.63,0,19.2,78106,medium income,Control
15600000000000_250,2004,0.13,33.28,0.56,0,24.4,61250,medium income,Control
36677800000000_3501,2004,0.11,44.01,0.63,0,33.2,93767,medium income,Control
36677100000000_3690,2004,0.18,39.71,0.63,0,18.1,102031,medium income,Control
19651000000000_3573,2004,0.2,45.23,0.63,0,30.35,78438,medium income,Control
19651000000000_3574,2004,0.2,45.23,0.63,0,30.35,78438,medium income,Control
30664800000000_2293,2004,0.21,38.55,0.57,0,6.05,88182,medium income,Control
19753300000000_2469,2004,0.21,35.09,0.57,0,3.8,108500,medium income,Control
33671200000000_3465,2004,0.21,36.72,0.57,0,21.95,68980,medium income,Control
36103600000000_542,2004,0.22,40.86,0.57,0,64.05,59603,medium income,Control
36677100000000_809,2004,0.22,38.59,0.63,0,23.4,79118,medium income,Control
19648100000000_2042,2004,0.22,40.55,0.61,0,21.4,65739,medium income,Control
33669900000000_3096,2004,0.22,38.15,0.63,0,16.75,76000,medium income,Control
36677100000000_2330,2004,0.23,39.84,0.63,0,22.35,76563,medium income,Control
36677100000000_2331,2004,0.23,39.84,0.63,0,23.15,79138,medium income,Control
36677100000000_2573,2004,0.23,39.84,0.63,0,30.2,85952,medium income,Control
36677100000000_3718,2004,0.24,40.08,0.63,0,27.4,67266,medium income,Control
36103600000000_540,2004,0.25,37.92,0.63,0,64.05,64857,medium income,Control
36103600000000_541,2004,0.25,37.92,0.61,0,64.05,64857,medium income,Control
16639170000000_770,2004,0.27,40.45,0.56,0,26.65,83590,medium income,Control
33670800000000_2561,2004,0.27,40.78,0.63,0,24.5,67721,medium income,Control
56724500000000_3084,2004,0.28,39.85,0.63,0,23.3,63800,medium income,Control
26749000000000_2339,2004,0.29,32.53,0.43,0,8.1,66736,medium income,Control
26102600000000_2394,2004,0.31,30.65,0.63,0,9.65,93352,medium income,Control
54723000000000_3838,2004,0.31,40.58,0.63,0,15.3,61250,medium income,Control
15635900000000_1734,2004,0.36,36.72,0.63,0,51.35,73125,medium income,Control
36678800000000_2380,2004,0.17,40.03,0.63,0,39.8,108077,medium income,Control
45700000000000_339,2004,0.21,28.3,0.63,1,20.85,113750,high income,Prop. 39
19647300000000_2586,2004,0.11,30.34,0.56,1,14.5,121250,high income,Prop. 39
33670300000000_2990,2004,0.26,39.47,0.61,1,27.05,120208,high income,Prop. 39
33670300000000_2608,2004,0.27,37.89,0.63,1,14.2,137292,high income,Prop. 39
30736400000000_114,2004,0.29,38.16,0.61,1,8.3,114044,high income,Prop. 39
33670300000000_844,2004,0.29,35.33,0.63,1,8.35,148125,high income,Prop. 39
33751900000000_1195,2004,0.29,38.97,0.63,1,18.5,207783,high income,Prop. 39
19647300000000_2854,2004,0.3,36.61,0.61,1,14.95,156156,high income,Prop. 39
30739200000000_1440,2004,0.31,36.42,0.63,1,4.9,168550,high income,Prop. 39
19647300000000_2480,2004,0.31,37.23,0.63,1,13.2,132813,high income,Prop. 39
19651400000000_2890,2004,0.34,38.66,0.61,1,5.25,227644,high income,Prop. 39
33751900000000_3419,2004,0.34,36.6,0.63,1,18.3,117963,high income,Prop. 39
24700000000000_290,2004,0.16,30.52,0.47,1,15.1,46813,low income,Prop. 39
36679300000000_37,2004,0.13,44.09,0.47,1,21.7,37041,low income,Prop. 39
19647300000000_1389,2004,0.19,39.7,0.47,1,18.3,43333,low income,Prop. 39
36750400000000_3318,2004,0.2,42.9,0.47,1,45,42143,low income,Prop. 39
36750400000000_3320,2004,0.2,42.59,0.57,1,68.8,52632,low income,Prop. 39
36750400000000_3321,2004,0.2,42.59,0.43,1,13.75,41759,low income,Prop. 39
36750400000000_3323,2004,0.2,42.59,0.47,1,35.6,56696,low income,Prop. 39
36750400000000_3324,2004,0.2,42.59,0.47,1,52.55,43682,low income,Prop. 39
56768300000000_1182,2004,0.22,38.26,0.46,1,26.1,29564,low income,Prop. 39
33670300000000_1232,2004,0.24,38.7,0.63,1,16.8,56429,low income,Prop. 39
15634000000000_1248,2004,0.25,39.73,0.61,1,24.15,57608,low income,Prop. 39
54719900000000_1459,2004,0.26,38.85,0.63,1,29.35,54323,low income,Prop. 39
56768300000000_1914,2004,0.27,37.83,0.63,1,26.5,50179,low income,Prop. 39
54767900000000_385,2004,0.32,37.35,0.63,1,18.05,37250,low income,Prop. 39
19647300000000_3499,2004,0.33,36.61,0.63,1,23.35,51500,low income,Prop. 39
19648300000000_2786,2004,0.37,38.53,0.63,1,15.5,35407,low income,Prop. 39
24700000000000_287,2004,0.22,28.52,0.47,1,15.1,59464,medium income,Prop. 39
19647100000000_407,2004,0.18,38.92,0.47,1,40.65,63977,medium income,Prop. 39
36739600000000_3169,2004,0.18,38.97,0.47,1,25.1,73214,medium income,Prop. 39
36750400000000_3315,2004,0.19,42.4,0.47,1,33.15,80549,medium income,Prop. 39
36750400000000_3316,2004,0.19,42.4,0.46,1,96.35,80549,medium income,Prop. 39
36678500000000_3798,2004,0.19,39.91,0.47,1,40.9,97353,medium income,Prop. 39
30666700000000_735,2004,0.2,37.41,0.47,1,20.5,72778,medium income,Prop. 39
36750400000000_3317,2004,0.2,42.59,0.47,1,41.1,65857,medium income,Prop. 39
36750400000000_3319,2004,0.2,42.59,0.47,1,34.95,71125,medium income,Prop. 39
36750400000000_3322,2004,0.2,42.59,0.47,1,39,60750,medium income,Prop. 39
36750400000000_3325,2004,0.2,42.59,0.47,1,84.25,83590,medium income,Prop. 39
19648200000000_3503,2004,0.2,39.4,0.63,1,22.95,86750,medium income,Prop. 39
36678500000000_3799,2004,0.23,39.46,0.47,1,40.9,85795,medium income,Prop. 39
36678500000000_3800,2004,0.23,39.46,0.47,1,40.9,85795,medium income,Prop. 39
15634000000000_1249,2004,0.25,40.1,0.63,1,24.15,100672,medium income,Prop. 39
36676800000000_1801,2004,0.26,38.36,0.63,1,11.35,97833,medium income,Prop. 39
19734500000000_2304,2004,0.26,40.36,0.63,1,13.55,100071,medium income,Prop. 39
33752000000000_2097,2004,0.27,40.35,0.63,1,23.3,62976,medium income,Prop. 39
33752000000000_2100,2004,0.27,40.35,0.61,1,23.3,62976,medium income,Prop. 39
33670300000000_2609,2004,0.28,38.14,0.61,1,18.35,96250,medium income,Prop. 39
33751900000000_45,2004,0.29,39.2,0.63,1,18.2,102054,medium income,Prop. 39
19651400000000_1146,2004,0.29,39.59,0.63,1,13.3,73187,medium income,Prop. 39
33751900000000_3394,2004,0.31,38.66,0.63,1,21.15,85246,medium income,Prop. 39
33751900000000_3395,2004,0.31,38.66,0.61,1,21.15,85246,medium income,Prop. 39
33751900000000_3556,2004,0.33,38.4,0.57,1,35.35,58947,medium income,Prop. 39
30736400000000_1275,2004,0.34,35.85,0.63,1,5.05,66500,medium income,Prop. 39
16639600000000_1563,2004,0.35,37.16,0.63,1,33.4,71375,medium income,Prop. 39
1750000000000_31,2005,0.12,28.2,0.63,0,2.1,250000,high income,Control
1750000000000_135,2005,0.12,28.2,0.63,0,2.1,250000,high income,Control
28700000000000_171,2005,0.14,27.42,0.63,0,16.45,181607,high income,Control
43700000000000_268,2005,0.12,29.04,0.63,0,3.1,237083,high income,Control
43700000000000_350,2005,0.11,29.01,0.61,0,3.9,237083,high income,Control
30665200000000_843,2005,0.22,37.55,0.63,0,18.3,147277,high income,Control
30666500000000_1647,2005,0.26,38.52,0.63,0,5.2,153030,high income,Control
30666500000000_1649,2005,0.26,38.61,0.61,0,5.2,153030,high income,Control
19646900000000_1865,2005,0.26,37.97,0.61,0,9.85,125949,high income,Control
36678400000000_1282,2005,0.27,39.73,0.61,0,12.5,115603,high income,Control
30666500000000_1648,2005,0.27,38.58,0.63,0,5.2,153030,high income,Control
30666500000000_1650,2005,0.27,38.55,0.63,0,5.2,153030,high income,Control
36750700000000_2518,2005,0.28,37.96,0.63,0,37.85,128083,high income,Control
19651100000000_615,2005,0.29,38.79,0.63,0,17.7,110893,high income,Control
56726000000000_3578,2005,0.3,40.89,0.63,0,14.65,153487,high income,Control
30666500000000_1654,2005,0.31,37.47,0.63,0,5.2,153030,high income,Control
56738740000000_768,2005,0.33,38.53,0.63,0,4.5,116932,high income,Control
56739400000000_2502,2005,0.36,35.58,0.63,0,9.1,158984,high income,Control
56738740000000_763,2005,0.37,38.83,0.63,0,4.5,155805,high income,Control
30736500000000_3635,2005,0.37,33.47,0.63,0,5.95,158672,high income,Control
19648700000000_1972,2005,0.47,30.97,0.63,0,9.2,250000,high income,Control
4610000000000_81,2005,0.17,28.08,0.47,0,96.05,51714,low income,Control
10600000000000_305,2005,0.15,30.36,0.63,0,43,45238,low income,Control
10600000000000_357,2005,0.11,31.95,0.63,0,37.05,30329,low income,Control
15600000000000_365,2005,0.15,32.8,0.63,0,23.75,46602,low income,Control
36679200000000_1078,2005,0.12,41.28,0.63,0,19.3,32237,low income,Control
19646300000000_1279,2005,0.15,38.8,0.56,0,39.65,56771,low income,Control
19648700000000_1319,2005,0.16,38.72,0.47,0,30.5,39879,low income,Control
36750800000000_3584,2005,0.17,40.16,0.57,0,33.55,40711,low income,Control
30667500000000_3695,2005,0.17,37.66,0.56,0,24.4,39196,low income,Control
33670600000000_1112,2005,0.19,43.15,0.57,0,20.75,41717,low income,Control
36677100000000_470,2005,0.2,39.28,0.63,0,55.1,50893,low income,Control
33671200000000_435,2005,0.21,39.73,0.56,0,33.1,57314,low income,Control
36677100000000_3161,2005,0.21,40.11,0.63,0,21.55,57019,low income,Control
19647740000000_688,2005,0.22,38.92,0.47,0,26.85,30820,low income,Control
19647700000000_3441,2005,0.22,39.29,0.47,0,33.15,51991,low income,Control
19647700000000_420,2005,0.23,39.55,0.56,0,23.5,51991,low income,Control
36678430000000_753,2005,0.24,39.86,0.63,0,18.1,57891,low income,Control
19647700000000_1254,2005,0.24,38.92,0.63,0,25.15,53894,low income,Control
36677100000000_2618,2005,0.24,40.39,0.63,0,31.5,43134,low income,Control
19644400000000_3840,2005,0.24,38.36,0.63,0,21.55,49263,low income,Control
19647700000000_1794,2005,0.25,39.2,0.56,0,43.3,37589,low income,Control
54720700000000_2251,2005,0.25,40.09,0.57,0,25.05,38515,low income,Control
36678800000000_1837,2005,0.28,38.99,0.63,0,25.8,45401,low income,Control
36678800000000_3078,2005,0.28,39.61,0.57,0,88.85,52857,low income,Control
54722600000000_3612,2005,0.29,37.36,0.61,0,80.35,53533,low income,Control
54722600000000_3621,2005,0.29,37.33,0.63,0,12.25,53533,low income,Control
54723000000000_3836,2005,0.32,40.46,0.61,0,15.3,34750,low income,Control
56725200000000_3458,2005,0.39,37.47,0.47,0,21.7,44760,low income,Control
51700000000000_22,2005,0.18,28.26,0.57,0,16.7,81429,medium income,Control
1610000000000_79,2005,0.1,28.24,0.63,0,55.45,76639,medium income,Control
1610000000000_115,2005,0.1,27.28,0.63,0,25.95,66912,medium income,Control
1610000000000_189,2005,0.1,27.36,0.63,0,36.95,68864,medium income,Control
15600000000000_505,2005,0.18,30.41,0.63,0,43.05,72689,medium income,Control
19648100000000_3557,2005,0.06,42.78,0.63,0,41.95,58893,medium income,Control
36678900000000_2131,2005,0.09,44.91,0.61,0,15.8,69926,medium income,Control
30665220000000_744,2005,0.19,37.48,0.47,0,14.75,85500,medium income,Control
19734400000000_2244,2005,0.19,38.73,0.63,0,34.6,61450,medium income,Control
19646900000000_3772,2005,0.19,38.96,0.63,0,18.35,69028,medium income,Control
19734400000000_1672,2005,0.2,41.24,0.63,0,28.2,60302,medium income,Control
19647700000000_1850,2005,0.21,38.53,0.63,0,16.8,80662,medium income,Control
19647700000000_1851,2005,0.21,38.53,0.61,0,16.8,91328,medium income,Control
19647700000000_1852,2005,0.21,38.65,0.61,0,16.8,68701,medium income,Control
19757100000000_1857,2005,0.21,40.21,0.63,0,12.45,74917,medium income,Control
54718400000000_3311,2005,0.21,40.11,0.57,0,52.85,66932,medium income,Control
30665200000000_1447,2005,0.22,37.51,0.63,0,10.65,68011,medium income,Control
30665200000000_3130,2005,0.22,37.2,0.63,0,13.3,80571,medium income,Control
30665200000000_3279,2005,0.22,37.98,0.63,0,14.1,89006,medium income,Control
30666200000000_3359,2005,0.22,39.51,0.47,0,26,73750,medium income,Control
30666200000000_3380,2005,0.22,40.01,0.56,0,22.5,95833,medium income,Control
19648100000000_3749,2005,0.22,39.95,0.63,0,20.6,67125,medium income,Control
19648100000000_2038,2005,0.23,40.18,0.61,0,21.4,71750,medium income,Control
54755200000000_2663,2005,0.23,40.7,0.63,0,28.85,61439,medium income,Control
56724600000000_1518,2005,0.24,34.92,0.63,0,24.25,65881,medium income,Control
56725600000000_2961,2005,0.24,36.23,0.63,0,26.85,105962,medium income,Control
54718400000000_3310,2005,0.24,41.16,0.63,0,43.75,65600,medium income,Control
30666200000000_3711,2005,0.24,39.33,0.57,0,21.95,75469,medium income,Control
33671200000000_1964,2005,0.25,41.08,0.61,0,31.25,77955,medium income,Control
33672000000000_2369,2005,0.25,44.09,0.63,0,19.45,79138,medium income,Control
30666200000000_2846,2005,0.26,39.6,0.57,0,19.45,75469,medium income,Control
19647700000000_3686,2005,0.26,38.86,0.63,0,25.35,65179,medium income,Control
33752400000000_471,2005,0.27,40.47,0.61,0,46.4,81429,medium income,Control
56724600000000_2936,2005,0.27,34.33,0.61,0,20.25,65566,medium income,Control
56726000000000_1298,2005,0.28,40.39,0.63,0,9.7,93571,medium income,Control
19648400000000_1486,2005,0.28,37.08,0.63,0,15.4,62976,medium income,Control
19647700000000_1802,2005,0.28,38.7,0.63,0,26.9,79155,medium income,Control
36678800000000_2882,2005,0.28,40.11,0.63,0,27.65,75799,medium income,Control
33751800000000_3013,2005,0.28,37.97,0.63,0,22.55,84167,medium income,Control
33671200000000_3629,2005,0.28,38.03,0.63,0,21.5,95972,medium income,Control
36678800000000_3001,2005,0.3,40.65,0.61,0,34.2,100368,medium income,Control
54722300000000_1087,2005,0.31,38.76,0.63,0,27.35,64085,medium income,Control
19650000000000_3430,2005,0.31,39.34,0.56,0,6.65,74888,medium income,Control
54722600000000_3061,2005,0.32,36.83,0.63,0,27.8,66547,medium income,Control
39700000000000_97,2005,0.13,28.67,0.63,0,23.9,108236,medium income,Control
10600000000000_355,2005,0.17,27.9,0.63,0,19.1,109115,medium income,Control
19753400000000_2917,2005,0.21,34.16,0.63,0,10.1,106696,medium income,Control
54722600000000_3614,2005,0.29,37.36,0.63,0,13.2,101042,medium income,Control
54722600000000_3611,2005,0.3,37.2,0.63,0,25.5,101042,medium income,Control
54722600000000_3613,2005,0.3,37.2,0.63,0,19.2,101042,medium income,Control
54722600000000_3615,2005,0.3,37.36,0.61,0,23.8,101042,medium income,Control
54722600000000_3616,2005,0.3,37.36,0.63,0,23.7,101042,medium income,Control
54722600000000_3617,2005,0.3,37.36,0.63,0,35.5,101042,medium income,Control
54722600000000_3618,2005,0.3,37.36,0.63,0,0.95,101042,medium income,Control
54722600000000_3619,2005,0.3,37.36,0.63,0,22.8,101042,medium income,Control
54722600000000_3620,2005,0.3,37.36,0.63,0,4.25,101042,medium income,Control
54722600000000_3622,2005,0.3,37.36,0.63,0,21.8,101042,medium income,Control
19648300000000_2597,2005,0.24,40.91,0.63,1,22.75,118375,high income,Prop. 39
33751900000000_3346,2005,0.26,38.71,0.63,1,26.2,139397,high income,Prop. 39
33751900000000_3457,2005,0.3,37.7,0.63,1,21.2,153750,high income,Prop. 39
19651400000000_3779,2005,0.3,40.1,0.61,1,11.1,125486,high income,Prop. 39
33751900000000_599,2005,0.32,40.85,0.63,1,20.65,135463,high income,Prop. 39
33751900000000_600,2005,0.32,39.34,0.63,1,20.65,113750,high income,Prop. 39
33751900000000_3398,2005,0.34,36.6,0.61,1,18.3,117963,high income,Prop. 39
33751900000000_598,2005,0.35,38.97,0.63,1,20.65,113750,high income,Prop. 39
19648300000000_2632,2005,0.35,38.34,0.63,1,6.3,227644,high income,Prop. 39
30666700000000_3128,2005,0.35,36.64,0.63,1,16.7,144079,high income,Prop. 39
19645800000000_1136,2005,0.4,34.67,0.63,1,8.4,184853,high income,Prop. 39
33751900000000_3456,2005,0.43,34.03,0.61,1,21.2,234643,high income,Prop. 39
19646600000000_2731,2005,0.5,31.53,0.61,1,4.3,212708,high income,Prop. 39
36678500000000_767,2005,0.11,40.8,0.47,1,34.95,50000,low income,Prop. 39
36679300000000_3540,2005,0.14,42.69,0.47,1,5.4,43534,low income,Prop. 39
30666700000000_2626,2005,0.15,37.45,0.46,1,73.75,28426,low income,Prop. 39
30666700000000_2691,2005,0.16,38.48,0.47,1,35.6,45375,low income,Prop. 39
30666700000000_2694,2005,0.16,38.48,0.47,1,16.75,45375,low income,Prop. 39
30666700000000_2696,2005,0.16,38.54,0.47,1,26.75,45375,low income,Prop. 39
30666700000000_2697,2005,0.16,38.54,0.46,1,20.75,45375,low income,Prop. 39
30666700000000_2692,2005,0.17,38.7,0.47,1,35,45375,low income,Prop. 39
30666700000000_2693,2005,0.17,38.7,0.47,1,27.5,45375,low income,Prop. 39
19649100000000_2770,2005,0.21,39.47,0.47,1,81.05,35063,low income,Prop. 39
15633500000000_2302,2005,0.3,43.47,0.63,1,54.3,41667,low income,Prop. 39
19649100000000_2772,2005,0.13,39.54,0.56,1,81.05,85625,medium income,Prop. 39
30666700000000_2625,2005,0.14,37.95,0.47,1,40.1,66051,medium income,Prop. 39
30666700000000_2695,2005,0.16,38.42,0.47,1,37.05,59080,medium income,Prop. 39
19650600000000_2124,2005,0.17,36.96,0.47,1,10.75,89398,medium income,Prop. 39
19647300000000_1910,2005,0.18,40.48,0.47,1,36.2,61343,medium income,Prop. 39
19647300000000_1909,2005,0.19,40.52,0.47,1,36.2,61343,medium income,Prop. 39
33670300000000_2516,2005,0.2,37.58,0.47,1,35.8,66471,medium income,Prop. 39
19647300000000_191,2005,0.21,38.14,0.47,1,69.1,95000,medium income,Prop. 39
19650600000000_784,2005,0.22,36.98,0.47,1,8.65,90714,medium income,Prop. 39
19642500000000_865,2005,0.22,40.78,0.46,1,29.4,80273,medium income,Prop. 39
36676800000000_845,2005,0.25,38.28,0.61,1,25.75,80179,medium income,Prop. 39
36676900000000_1883,2005,0.25,40.11,0.63,1,39.4,94327,medium income,Prop. 39
30665000000000_2166,2005,0.25,35.83,0.63,1,18.3,87250,medium income,Prop. 39
19643300000000_1750,2005,0.26,37.61,0.61,1,11.25,62059,medium income,Prop. 39
30666700000000_3157,2005,0.26,37.4,0.63,1,11.8,73152,medium income,Prop. 39
19734500000000_1118,2005,0.28,39.2,0.63,1,20.95,59318,medium income,Prop. 39
19647300000000_2297,2005,0.28,35.07,0.61,1,23.3,93281,medium income,Prop. 39
56768300000000_1913,2005,0.29,38.16,0.63,1,26.5,63831,medium income,Prop. 39
36676800000000_850,2005,0.31,36.72,0.61,1,11.05,90405,medium income,Prop. 39
19647300000000_3496,2005,0.32,36.86,0.63,1,23.35,86453,medium income,Prop. 39
30666700000000_1838,2005,0.21,39.16,0.56,1,20.45,104523,medium income,Prop. 39
19734500000000_1297,2005,0.26,39.48,0.63,1,28.2,103750,medium income,Prop. 39
30666700000000_3570,2005,0.26,37.42,0.63,1,21.65,104500,medium income,Prop. 39
19651000000000_2862,2006,0.21,42.34,0.63,0,25.3,114648,high income,Control
36677100000000_3312,2006,0.23,38.9,0.63,0,20.85,143021,high income,Control
30665200000000_1776,2006,0.24,37.05,0.61,0,16.55,133571,high income,Control
33671200000000_969,2006,0.3,39.67,0.63,0,18.8,131845,high income,Control
30664500000000_994,2006,0.31,37.85,0.63,0,9.05,123250,high income,Control
26736700000000_1683,2006,0.31,30.97,0.61,0,31.1,250000,high income,Control
19648700000000_1970,2006,0.33,32.65,0.63,0,9.2,186389,high income,Control
54720600000000_2248,2006,0.4,36.71,0.63,0,14.75,127596,high income,Control
1610000000000_113,2006,0.08,28.84,0.61,0,46.3,57601,low income,Control
1610000000000_114,2006,0.09,27.99,0.58,0,39.15,47938,low income,Control
52700000000000_307,2006,0.2,29.14,0.63,0,13.4,47886,low income,Control
36675900000000_3707,2006,0.12,42.34,0.61,0,41.45,56417,low income,Control
36676100000000_2396,2006,0.13,43.2,0.47,0,48.2,24438,low income,Control
19734600000000_3010,2006,0.13,40.4,0.47,0,52,39879,low income,Control
19102000000000_3691,2006,0.13,38.61,0.63,0,28.3,48750,low income,Control
36675900000000_3706,2006,0.13,43.03,0.63,0,41.45,41667,low income,Control
19646900000000_1449,2006,0.15,38.33,0.63,0,17.1,27227,low income,Control
19646900000000_1793,2006,0.17,38.33,0.63,0,20.4,32000,low income,Control
19646400000000_2795,2006,0.17,41.2,0.63,0,40.65,56976,low income,Control
36750800000000_3243,2006,0.17,39.7,0.63,0,29.7,51941,low income,Control
15636800000000_2174,2006,0.18,45.14,0.63,0,79.95,48750,low income,Control
15635500000000_2374,2006,0.18,38.95,0.57,0,42.95,33182,low income,Control
42767900000000_1575,2006,0.19,35.89,0.46,0,79.95,41667,low income,Control
36677100000000_1022,2006,0.2,39.41,0.63,0,25.25,51169,low income,Control
19649300000000_2106,2006,0.2,40.34,0.63,0,0.95,37557,low income,Control
19643000000000_3435,2006,0.2,38.45,0.61,0,21.65,50000,low income,Control
19752900000000_1923,2006,0.21,40.42,0.56,0,7.35,39620,low income,Control
56725400000000_423,2006,0.22,35.49,0.57,0,25.2,35246,low income,Control
